Petrozavodsk|61.78,34.35,84.1866683959961|2016-01-01T07:00:33Z|Snow|-30.984186668395996|1001.2981764912324|17
Petrozavodsk|61.78,34.35,84.1866683959961|2016-01-01T12:41:33Z|Snow|-26.2|1001.528121204533|17
Petrozavodsk|61.78,34.35,84.1866683959961|2016-01-01T23:17:33Z|Snow|-28.384186668395998|1001.4242489214126|17
Petrozavodsk|61.78,34.35,84.1866683959961|2016-01-02T06:43:33Z|Snow|-27.084186668395997|1001.4862929849371|17
Petrozavodsk|61.78,34.35,84.1866683959961|2016-01-02T13:20:33Z|Snow|-22.8|1001.6862313039173|17
Petrozavodsk|61.78,34.35,84.1866683959961|2016-01-02T21:57:33Z|Snow|-29.384186668395998|1001.3760755637213|17
Petrozavodsk|61.78,34.35,84.1866683959961|2016-01-03T06:48:33Z|Snow|-28.584186668395997|1001.4146455457586|17
Petrozavodsk|61.78,34.35,84.1866683959961|2016-01-03T14:47:33Z|Snow|-27.0|1001.4902884576329|17
Petrozavodsk|61.78,34.35,84.1866683959961|2016-01-03T22:23:33Z|Snow|-27.984186668395996|1001.4434089950919|17
Petrozavodsk|61.78,34.35,84.1866683959961|2016-01-04T06:37:33Z|Snow|-25.784186668395996|1001.5476894222523|17
Petrozavodsk|61.78,34.35,84.1866683959961|2016-01-04T12:40:33Z|Snow|-28.2|1001.4330792156853|17
Petrozavodsk|61.78,34.35,84.1866683959961|2016-01-04T22:04:33Z|Snow|-26.484186668395996|1001.5147096608499|17
Petrozavodsk|61.78,34.35,84.1866683959961|2016-01-05T06:01:33Z|Snow|-31.184186668396|1001.2883671814582|17
Petrozavodsk|61.78,34.35,84.1866683959961|2016-01-05T12:04:33Z|Snow|-27.4|1001.4712803573484|17
Petrozavodsk|61.78,34.35,84.1866683959961|2016-01-05T21:23:33Z|Snow|-26.484186668395996|1001.5147096608499|17
Petrozavodsk|61.78,34.35,84.1866683959961|2016-01-06T05:28:33Z|Snow|-29.384186668395998|1001.3760755637213|17
Petrozavodsk|61.78,34.35,84.1866683959961|2016-01-06T13:26:33Z|Snow|-27.0|1001.4902884576329|17
Petrozavodsk|61.78,34.35,84.1866683959961|2016-01-06T21:46:33Z|Snow|-29.484186668395996|1001.3712366331192|17
Petrozavodsk|61.78,34.35,84.1866683959961|2016-01-07T07:00:33Z|Snow|-25.884186668395998|1001.542989381168|17
Petrozavodsk|61.78,34.35,84.1866683959961|2016-01-07T12:18:33Z|Snow|-24.2|1001.6216465864906|17
Petrozavodsk|61.78,34.35,84.1866683959961|2016-01-07T22:47:33Z|Snow|-33.08418666839599|1001.1943693630707|18
Petrozavodsk|61.78,34.35,84.1866683959961|2016-01-08T07:19:33Z|Snow|-29.884186668395998|1001.3518414069766|17
Petrozavodsk|61.78,34.35,84.1866683959961|2016-01-08T12:56:33Z|Snow|-24.0|1001.6309171077768|17
Petrozavodsk|61.78,34.35,84.1866683959961|2016-01-08T22:58:33Z|Snow|-31.384186668395998|1001.2785417569049|17
Petrozavodsk|61.78,34.35,84.1866683959961|2016-01-09T07:30:33Z|Snow|-29.184186668396|1001.3857416075722|17
Petrozavodsk|61.78,34.35,84.1866683959961|2016-01-09T12:34:33Z|Snow|-28.6|1001.4138855735388|17
Petrozavodsk|61.78,34.35,84.1866683959961|2016-01-09T21:40:33Z|Snow|-31.584186668395997|1001.2687001778306|17
Petrozavodsk|61.78,34.35,84.1866683959961|2016-01-10T06:24:33Z|Snow|-29.084186668395997|1001.3905687304361|17
